Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_10.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
model                                                                             modelName
http://w3id.org/mlsea/pwc/model/Dense%20Cross-Query-and-Support%20Attention%20Weighted%20Mask%20Aggregation%20for%20Few-Shot%20Segmentation/DCAMA%20%28ResNet-50%29                                                                                  DCAMA (ResNet-50)
http://w3id.org/mlsea/pwc/model/DCANet%3A%20Differential%20Convolution%20Attention%20Network%20for%20RGB-D%20Semantic%20Segmentation/DCANet%20%28ResNet-101%29                                                                                  DCANet (ResNet-101)
http://w3id.org/mlsea/pwc/model/Deformable%20ConvNets%20v2%3A%20More%20Deformable%2C%20Better%20Results/DCNv2%20%28ResNet-101%2C%20multi-scale%29                                                                                  DCNv2 (ResNet-101, multi-scale)
http://w3id.org/mlsea/pwc/model/Beyond%20the%20Prototype%3A%20Divide-and-conquer%20Proxies%20for%20Few-shot%20Segmentation/DCP%20%28ResNet-50%29                                                                                  DCP (ResNet-50)
http://w3id.org/mlsea/pwc/model/Deep%20Domain-Adversarial%20Image%20Generation%20for%20Domain%20Generalisation/DDAIG%20%28Resnet-18%29                                                                                  DDAIG (Resnet-18)
http://w3id.org/mlsea/pwc/model/Towards%20Shape%20Biased%20Unsupervised%20Representation%20Learning%20for%20Domain%20Generalization/DDEC%20%28Resnet-18%29                                                                                  DDEC (Resnet-18)
http://w3id.org/mlsea/pwc/model/Rethinking%20Diversified%20and%20Discriminative%20Proposal%20Generation%20for%20Visual%20Grounding/DDPN%20%28ResNet-101%29                                                                                  DDPN (ResNet-101)
http://w3id.org/mlsea/pwc/model/Dense%20Decoder%20Shortcut%20Connections%20for%20Single-Pass%20Semantic%20Segmentation/DDSC%20%28ResNet-101%29                                                                                  DDSC (ResNet-101)
http://w3id.org/mlsea/pwc/model/DER%3A%20Dynamically%20Expandable%20Representation%20for%20Class%20Incremental%20Learning/DER%28Modified%20ResNet-32%EF%BC%89                                                                                  DER(Modified ResNet-32）
http://w3id.org/mlsea/pwc/model/DER%3A%20Dynamically%20Expandable%20Representation%20for%20Class%20Incremental%20Learning/DER%28ResNet-18%29                                                                                  DER(ResNet-18)
http://w3id.org/mlsea/pwc/model/DER%3A%20Dynamically%20Expandable%20Representation%20for%20Class%20Incremental%20Learning/DER%28Standard%20ResNet-18%29                                                                                  DER(Standard ResNet-18)
http://w3id.org/mlsea/pwc/model/End-to-End%20Object%20Detection%20with%20Transformers/DETR%20%28ResNet-50%29                                                                                  DETR (ResNet-50)
http://w3id.org/mlsea/pwc/model/End-to-End%20Object%20Detection%20with%20Transformers/DETR-DC5%20%28ResNet-101%29                                                                                  DETR-DC5 (ResNet-101)
http://w3id.org/mlsea/pwc/model/End-to-End%20Object%20Detection%20with%20Transformers/DETR-R101%20%28ResNet-101%29                                                                                  DETR-R101 (ResNet-101)
http://w3id.org/mlsea/pwc/model/Rethinking%20and%20Improving%20Relative%20Position%20Encoding%20for%20Vision%20Transformer/DETR-ResNet50%20with%20iRPE-K%20%28150%20epochs%29                                                                                  DETR-ResNet50 with iRPE-K (150 epochs)
http://w3id.org/mlsea/pwc/model/Rethinking%20and%20Improving%20Relative%20Position%20Encoding%20for%20Vision%20Transformer/DETR-ResNet50%20with%20iRPE-K%20%28300%20epochs%29                                                                                  DETR-ResNet50 with iRPE-K (300 epochs)
http://w3id.org/mlsea/pwc/model/Learning%20a%20Discriminative%20Feature%20Network%20for%20Semantic%20Segmentation/DFN%20%28ResNet-101%29                                                                                  DFN (ResNet-101)
http://w3id.org/mlsea/pwc/model/Dual%20Graph%20Convolutional%20Network%20for%20Semantic%20Segmentation/DGCNet%20%28MS%2C%20ResNet-101%29                                                                                  DGCNet (MS, ResNet-101)
http://w3id.org/mlsea/pwc/model/Dual%20Graph%20Convolutional%20Network%20for%20Semantic%20Segmentation/DGCNet%20%28ResNet-101%29                                                                                  DGCNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/Frustratingly%20Simple%20Domain%20Generalization%20via%20Image%20Stylization/DGIS%20%28Resnet-18%2C%20Painting%29                                                                                  DGIS (Resnet-18, Painting)
http://w3id.org/mlsea/pwc/model/Dense%20Gaussian%20Processes%20for%20Few-Shot%20Segmentation/DGPNet%20%28ResNet-101%29                                                                                  DGPNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/Dense%20Gaussian%20Processes%20for%20Few-Shot%20Segmentation/DGPNet%20%28ResNet-50%29                                                                                  DGPNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Distilled%20Gradual%20Pruning%20with%20Pruned%20Fine-tuning/DGPPF-ResNet18                                                                                  DGPPF-ResNet18
http://w3id.org/mlsea/pwc/model/Distilled%20Gradual%20Pruning%20with%20Pruned%20Fine-tuning/DGPPF-ResNet50                                                                                  DGPPF-ResNet50
http://w3id.org/mlsea/pwc/model/DICE%3A%20Leveraging%20Sparsification%20for%20Out-of-Distribution%20Detection/DICE%20%28ResNet-50%29                                                                                  DICE (ResNet-50)
http://w3id.org/mlsea/pwc/model/DICE%3A%20Leveraging%20Sparsification%20for%20Out-of-Distribution%20Detection/DICE%20%2B%20ReAct%20%28ResNet-50%29                                                                                  DICE + ReAct (ResNet-50)
http://w3id.org/mlsea/pwc/model/Emerging%20Properties%20in%20Self-Supervised%20Vision%20Transformers/DINO%20%28ResNet-50%29                                                                                  DINO (ResNet-50)
http://w3id.org/mlsea/pwc/model/DINO-MC%3A%20Self-supervised%20Contrastive%20Learning%20for%20Remote%20Sensing%20Imagery%20with%20Multi-sized%20Local%20Crops/DINO-MC%20%28Wide%20ResNet%29                                                                                  DINO-MC (Wide ResNet)
http://w3id.org/mlsea/pwc/model/Knowledge%20Distillation%20from%20A%20Stronger%20Teacher/DIST%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  DIST (T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/A%20Strong%20Baseline%20for%20Generalized%20Few-Shot%20Semantic%20Segmentation/DIaM%20%28ResNet-50%29                                                                                  DIaM (ResNet-50)
http://w3id.org/mlsea/pwc/model/Dynamic%20Kernel%20Distillation%20for%20Efficient%20Pose%20Estimation%20in%20Videos/DKD%20%28ResNet50%29                                                                                  DKD (ResNet50)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/DKD%2B%2B%28T%3Aresnet-32x4%2C%20S%3Aresnet-8x4%29                                                                                  DKD++(T:resnet-32x4, S:resnet-8x4)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/DKD%2B%2B%28T%3Aresnet50%2C%20S%3Amobilenetv2%29                                                                                  DKD++(T:resnet50, S:mobilenetv2)
http://w3id.org/mlsea/pwc/model/DLME%3A%20Deep%20Local-flatness%20Manifold%20Embedding/DLME%20%28ResNet-18%2C%20linear%29                                                                                  DLME (ResNet-18, linear)
http://w3id.org/mlsea/pwc/model/DLME%3A%20Deep%20Local-flatness%20Manifold%20Embedding/DLME%20%28ResNet-50%2C%20linear%29                                                                                  DLME (ResNet-50, linear)
http://w3id.org/mlsea/pwc/model/DMC-Net%3A%20Generating%20Discriminative%20Motion%20Cues%20for%20Fast%20Compressed%20Video%20Action%20Recognition/DMC-Net%20%28ResNet-18%29                                                                                  DMC-Net (ResNet-18)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Balance%20Specificity%20and%20Invariance%20for%20In%20and%20Out%20of%20Domain%20Generalization/DMG%20%28ResNet-50%29                                                                                  DMG (ResNet-50)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Balance%20Specificity%20and%20Invariance%20for%20In%20and%20Out%20of%20Domain%20Generalization/DMG%20%28Resnet-18%29                                                                                  DMG (Resnet-18)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Balance%20Specificity%20and%20Invariance%20for%20In%20and%20Out%20of%20Domain%20Generalization/DMG%20%28Resnet-50%29                                                                                  DMG (Resnet-50)
http://w3id.org/mlsea/pwc/model/DMT%3A%20Dynamic%20Mutual%20Training%20for%20Semi-Supervised%20Learning/DMT%20%28DeepLab%20v2%2C%20ResNet-50%29                                                                                  DMT (DeepLab v2, ResNet-50)
http://w3id.org/mlsea/pwc/model/Disentangled%20Non-Local%20Neural%20Networks/DNL%20%28ResNet-101%29                                                                                  DNL (ResNet-101)
http://w3id.org/mlsea/pwc/model/Video%20Representation%20Learning%20by%20Dense%20Predictive%20Coding/DPC%20%283D%20ResNet-18%29                                                                                  DPC (3D ResNet-18)
http://w3id.org/mlsea/pwc/model/Video%20Representation%20Learning%20by%20Dense%20Predictive%20Coding/DPC%20%283D%20ResNet-18%2C%20Split%201%29                                                                                  DPC (3D ResNet-18, Split 1)
http://w3id.org/mlsea/pwc/model/Video%20Representation%20Learning%20by%20Dense%20Predictive%20Coding/DPC%20%28Modified%203D%20ResNet-18%29                                                                                  DPC (Modified 3D ResNet-18)
http://w3id.org/mlsea/pwc/model/Video%20Representation%20Learning%20by%20Dense%20Predictive%20Coding/DPC%20%28Modified%203D%20Resnet-34%29                                                                                  DPC (Modified 3D Resnet-34)
http://w3id.org/mlsea/pwc/model/DPText-DETR%3A%20Towards%20Better%20Scene%20Text%20Detection%20with%20Dynamic%20Points%20in%20Transformer/DPText-DETR%20%28ResNet-50%29                                                                                  DPText-DETR (ResNet-50)
http://w3id.org/mlsea/pwc/model/DPText-DETR%3A%20Towards%20Better%20Scene%20Text%20Detection%20with%20Dynamic%20Points%20in%20Transformer/DPText-DETR%20%28ResNet50%29                                                                                  DPText-DETR (ResNet50)
http://w3id.org/mlsea/pwc/model/Scene%20Segmentation%20with%20Dual%20Relation-aware%20Attention%20Network/DRAN%28ResNet-101%29                                                                                  DRAN(ResNet-101)
http://w3id.org/mlsea/pwc/model/Scene%20Segmentation%20with%20Dual%20Relation-aware%20Attention%20Network/DRAN%28ResNet-101%29%20WITH%20ONLY%20FINE%20ANNOTATED%20DATA                                                                                  DRAN(ResNet-101) WITH ONLY FINE ANNOTATED DATA
http://w3id.org/mlsea/pwc/model/Distributionally%20Robust%20Neural%20Networks%20for%20Group%20Shifts%3A%20On%20the%20Importance%20of%20Regularization%20for%20Worst-Case%20Generalization/DRO%20%28Resnet-18%29                                                                                  DRO (Resnet-18)
